"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
1277,1,1,1,1,1,1,1,0,1,1,1,0,6,4,5,6,2,2,2,4,4,4,6,6,6,6,5,5,4,4,5,5,6,6,3,1,"mystery boxes",1,"mystery box",2,5,4,6,6,3,5,6,6,5,2,23,"Germany",3,1,3,2,1,1,"I don't know about the income"
1278,4,1,1,1,1,1,1,1,1,1,1,0,7,3,7,7,7,5,5,6,3,3,7,7,7,7,7,7,7,7,7,7,7,7,3,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,1,34,"Germany",1,5,1,5,1,2,""
1279,2,1,0,1,1,1,1,1,1,1,0,0,6,1,5,6,5,5,5,6,5,1,6,4,6,4,6,4,6,4,6,4,6,4,2,2,"",NA,"",2,5,4,5,5,4,4,5,5,4,1,25,"Iran",3,3,1,5,1,1,""
1280,1,1,1,0,1,0,0,1,0,0,0,0,7,4,2,4,1,3,7,4,1,1,7,7,6,6,6,6,6,6,6,6,6,6,3,2,"",NA,"",2,7,7,7,7,6,7,7,7,7,1,28,"Germany",2,3,2,2,2,2,"115"
1281,2,1,0,1,1,1,1,1,1,1,1,0,6,1,6,6,6,6,6,6,6,6,4,6,4,2,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,4,4,4,4,4,4,4,5,4,1,24,"Germany",2,1,2,4,2,1,""
1283,4,1,0,0,1,0,0,1,1,0,0,0,6,4,4,5,3,4,7,6,5,2,6,6,7,6,6,6,6,6,6,6,6,5,3,2,"",NA,"",2,7,7,7,7,7,6,7,7,7,1,22,"Peru",3,6,4,4,1,1,""
1284,1,1,0,1,1,1,0,0,0,0,1,0,6,2,6,4,5,2,2,3,3,4,5,4,6,6,5,4,6,5,6,5,6,6,1,1,"for example Kinder beauty box",2,"",2,4,5,3,5,2,6,6,6,4,1,24,"Slovakia",3,3,2,3,1,1,""
1286,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,5,5,5,7,4,6,6,5,5,1,24,"Slovakia",2,1,4,2,1,2,""
1287,2,1,0,0,1,0,1,1,1,0,1,0,2,1,1,3,1,3,2,1,1,3,5,6,6,6,6,6,7,7,6,7,7,6,3,2,"",NA,"",1,3,6,5,5,5,5,4,5,2,1,20,"Slovakia",2,1,4,2,1,1,""
1289,2,1,0,0,1,1,1,0,1,0,0,0,6,3,3,6,6,3,3,3,3,3,6,6,6,6,5,5,5,5,6,6,6,6,3,2,"",NA,"",2,6,2,2,6,5,2,2,5,2,2,30,"Iran",3,6,3,5,1,2,""
1291,2,1,0,0,1,1,0,0,1,0,1,0,6,2,2,6,6,2,2,5,2,4,7,6,7,6,5,5,6,5,6,6,6,6,3,2,"",NA,"",1,6,5,6,2,6,6,6,7,5,2,27,"Slovakia",2,2,1,5,2,2,""
1292,2,1,1,1,1,1,0,0,1,1,1,0,6,4,4,4,4,1,1,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,2,2,"",NA,"",1,7,6,6,6,7,6,6,7,7,2,60,"India",2,6,1,5,2,2,""
1293,2,1,0,1,1,1,1,0,0,0,0,0,6,5,4,5,4,4,4,3,4,3,6,6,6,2,5,5,5,4,5,5,5,6,1,1,"Hotel reserving",1,"Hotel booking applications",1,6,6,4,5,5,5,7,7,6,2,28,"Iran",3,6,3,5,1,1,""
1296,1,1,1,0,1,1,0,1,1,1,1,0,6,6,3,6,5,3,5,5,6,5,5,5,5,5,4,4,4,4,5,5,6,5,2,2,"",NA,"",2,5,6,6,6,5,7,7,5,5,2,28,"Germany",1,1,2,4,1,1,""
1298,1,1,0,1,1,1,0,0,0,0,1,0,6,5,6,6,6,6,6,6,5,6,4,4,4,6,4,4,4,4,4,3,5,4,3,1,".",2,"",1,6,6,7,5,6,6,5,6,5,1,25,"Germany",1,1,2,4,1,1,""
1299,1,1,1,1,1,1,1,1,0,1,1,0,4,2,2,3,2,4,2,3,3,5,5,6,6,6,5,5,5,5,5,6,5,6,1,2,"",NA,"",1,5,6,6,6,6,5,5,5,5,1,23,"Germany",3,1,2,4,2,1,""
1300,2,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,1,1,2,1,1,7,5,6,1,6,6,6,1,6,6,6,1,1,1,"Sneak peak movies",2,"",2,4,6,6,7,7,5,6,5,5,1,23,"Russian Federation",2,2,2,4,2,1,"Actually, none of the listed brands would be of interest for me when shopping jeans. But not because of the reasons you asked, but because the sizing of particular brands just does not fit me. For example, I would love to buy levis bc of the quality but would never do that."
1302,2,1,1,1,1,1,1,0,1,1,1,0,7,3,4,5,6,5,1,6,4,4,6,6,6,6,5,6,7,7,6,5,5,5,3,2,"",NA,"",2,6,7,7,6,6,5,5,6,7,1,23,"Germany",2,1,2,4,2,1,""
1303,1,1,1,1,1,1,1,1,1,1,1,0,6,2,3,6,3,5,3,1,6,5,6,6,7,7,3,5,3,4,6,6,7,6,3,2,"",NA,"",1,5,6,7,7,5,3,5,6,6,1,22,"Germany",1,1,2,4,1,1,""
1304,2,1,0,1,1,1,0,0,1,0,0,0,6,2,6,6,6,2,2,6,2,2,6,6,7,7,6,6,7,7,7,7,7,6,1,2,"",NA,"",1,5,5,4,5,6,5,5,6,5,1,23,"Italy",3,5,4,5,1,1,""
1305,1,1,1,0,0,0,0,0,0,0,0,0,6,4,3,1,5,3,1,3,1,1,5,4,6,7,4,4,2,2,4,4,2,2,3,2,"",NA,"",2,7,5,6,7,6,6,7,7,6,1,26,"Germany",2,1,3,4,1,1,""
1306,4,1,1,0,1,1,0,0,1,1,1,0,5,3,2,5,5,2,1,5,6,6,7,7,7,7,6,6,6,6,6,7,7,7,3,2,"",NA,"",1,5,6,5,6,6,6,6,6,6,1,26,"Italy",1,1,1,5,1,2,""
1307,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,5,5,6,6,4,5,4,4,5,5,4,5,3,2,"",NA,"",1,2,2,2,3,5,5,3,5,3,2,24,"Turkey",1,1,4,4,1,1,""
1309,2,1,1,1,1,1,1,0,1,1,1,0,6,5,3,1,1,3,2,1,1,1,6,5,6,6,3,4,5,6,5,4,6,6,3,2,"",NA,"",1,6,6,6,6,5,5,6,6,6,1,23,"Germany",2,1,2,4,1,1,""
1310,1,1,0,1,1,1,1,0,1,0,0,0,6,3,4,4,5,5,3,4,2,2,6,5,6,6,5,5,5,5,5,5,5,5,3,2,"",NA,"",1,5,6,5,5,5,7,7,6,3,2,25,"Turkey",2,1,2,1,1,1,""
1311,1,1,1,1,0,0,1,0,0,0,0,0,7,7,7,4,3,7,1,3,1,1,7,7,6,7,4,6,6,3,5,7,7,6,3,2,"",NA,"",1,5,5,6,7,6,7,7,6,5,3,32,"Belgium",2,2,1,5,2,2,""
1312,1,1,0,1,1,1,0,0,0,0,0,0,7,1,2,7,5,2,1,1,4,1,7,7,7,5,5,5,5,7,7,7,7,7,2,2,"",NA,"",2,5,5,6,6,4,6,6,5,3,1,24,"Turkey",2,1,4,4,2,1,""
1313,1,1,0,0,1,1,1,0,1,1,0,0,7,2,3,6,6,5,1,4,5,3,7,7,7,7,6,7,7,6,7,7,7,7,3,2,"",NA,"",2,5,5,5,2,3,4,6,5,5,1,24,"Turkey",1,2,2,4,1,1,""
1316,1,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,3,3,3,3,3,6,6,6,6,5,5,5,5,6,6,6,6,2,1,"Amazon",1,"A skinny jean",1,7,7,7,7,7,7,7,7,7,2,25,"Vietnam",1,2,1,5,1,1,"That’s enough"
1317,1,1,0,1,1,1,1,0,1,1,0,0,7,2,1,5,6,5,3,6,4,5,7,7,6,5,7,6,7,7,6,6,4,7,2,2,"",NA,"",1,5,5,5,6,5,3,6,4,5,1,24,"Turkey",1,1,2,4,1,1,""
1321,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,4,4,3,3,4,5,5,5,5,6,5,5,5,5,5,5,5,3,1,"Surprised gift box",1,"Perfume",1,4,4,4,4,4,5,6,4,3,1,25,"Vietnam",3,1,1,5,1,1,""
1328,1,1,0,1,0,0,1,0,0,0,0,0,6,2,6,5,4,6,5,3,4,3,6,6,6,6,6,5,5,5,6,6,6,6,3,2,"",NA,"",2,4,5,6,4,5,4,6,5,4,2,24,"Vietnam",2,1,1,4,1,1,"no"
1329,2,1,0,1,1,0,1,0,0,0,0,0,7,1,5,6,1,3,2,2,1,1,7,7,7,6,4,5,5,4,7,7,7,6,3,2,"",NA,"",1,6,6,3,7,6,6,6,4,6,1,23,"Vietnam",3,1,2,3,1,2,""
1330,1,0,0,0,0,0,0,0,0,0,0,1,6,1,4,6,1,7,7,3,1,1,5,6,6,3,6,4,6,6,5,6,7,7,3,2,"",NA,"",2,2,6,4,2,3,4,4,5,3,1,19,"Vietnam",1,1,2,4,1,1,""
1332,1,1,0,1,0,1,1,0,1,1,0,0,3,1,2,1,3,2,1,1,2,1,6,4,6,5,4,4,5,5,4,4,6,5,2,2,"",NA,"",2,6,7,7,7,7,6,7,7,6,2,22,"Russian Federation",1,1,2,4,1,1,""
1333,2,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,2,3,2,2,6,6,6,5,6,6,6,6,6,6,6,6,1,2,"",NA,"",1,6,6,6,6,6,6,2,6,6,1,18,"Vietnam",3,1,1,2,1,1,""
1334,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,5,5,6,6,5,5,5,4,6,4,6,6,6,6,6,6,6,6,1,2,"",NA,"",2,6,5,7,4,6,5,6,4,3,1,16,"Vietnam",3,6,4,2,1,2,""
1335,2,1,1,1,1,1,1,0,1,1,1,0,4,2,5,4,3,3,1,2,6,5,5,6,6,4,4,5,5,4,6,6,5,4,1,2,"",NA,"",1,7,6,6,6,6,5,6,6,7,1,23,"Germany",1,2,2,4,1,1,""
1336,2,1,0,0,1,1,1,0,1,0,1,0,6,1,3,4,4,2,4,2,1,2,5,5,5,5,4,4,4,4,5,5,5,5,1,2,"",NA,"",1,5,5,5,6,5,5,5,5,5,1,27,"Vietnam",1,1,4,5,1,1,""
1337,3,1,0,0,1,0,0,0,0,0,0,0,6,2,3,6,4,5,1,1,1,1,6,5,5,6,3,3,2,3,6,6,6,5,3,2,"",NA,"",2,7,7,6,6,6,6,6,5,6,2,24,"Italy",3,6,3,5,2,2,""
1339,1,1,0,0,1,1,0,0,0,1,1,0,3,1,1,2,2,2,1,1,2,1,6,4,5,4,4,4,4,4,4,4,5,4,3,2,"",NA,"",2,6,4,4,3,6,2,3,6,4,2,22,"Switzerland",2,1,2,2,1,2,""
1340,2,1,0,1,0,0,0,0,0,0,0,0,6,5,5,5,3,2,2,2,2,2,6,6,2,2,1,1,1,1,3,5,5,5,1,2,"",NA,"",1,6,6,6,2,6,5,6,6,6,2,24,"Italy",3,1,2,5,1,2,""
1341,1,1,0,1,0,0,1,1,1,0,1,0,6,2,2,3,2,6,4,4,3,4,6,7,7,7,4,5,6,4,6,6,7,6,1,2,"",NA,"",1,7,6,6,7,6,6,6,6,6,1,23,"Russian Federation",1,1,2,4,1,1,""
1342,2,0,0,0,0,0,0,0,0,0,0,1,5,1,3,4,5,6,1,3,3,4,6,5,6,6,5,5,5,6,6,6,7,6,3,2,"",NA,"",2,5,6,6,6,6,5,7,5,6,1,29,"Germany",3,2,3,3,2,2,""
1343,1,1,0,0,0,0,1,0,1,0,0,0,7,3,3,4,3,7,3,7,3,3,5,5,6,4,5,5,6,4,5,5,6,4,3,2,"",NA,"",1,5,5,5,6,6,5,6,5,5,1,28,"Vietnam",3,1,1,4,1,2,"Hopefully the answers will help you to complete your research."
1344,1,1,1,0,0,1,0,1,0,0,0,0,6,2,4,7,4,2,6,4,5,4,5,3,5,4,6,6,6,6,7,7,7,7,1,2,"",NA,"",2,6,5,6,6,5,6,7,7,7,1,27,"Andorra",1,3,3,4,1,2,""
1345,2,1,1,1,1,1,1,0,1,1,1,0,7,5,6,6,5,6,1,1,1,1,6,5,7,5,4,4,5,3,6,5,6,7,1,2,"",NA,"",1,5,5,6,7,4,3,5,5,6,2,25,"Germany",3,2,2,4,1,1,""
1346,2,1,0,0,1,1,1,0,1,0,0,0,7,4,5,5,5,5,3,2,5,2,7,5,7,7,6,6,7,6,6,6,7,6,1,2,"",NA,"",2,7,7,6,7,6,6,7,6,5,1,18,"Italy",3,2,4,2,1,1,""
1348,2,1,0,1,1,1,1,1,1,1,1,0,6,1,3,5,3,3,6,2,1,1,4,4,4,5,4,4,4,4,5,5,5,5,3,1,"Flights",2,"",2,7,7,7,1,7,7,7,7,6,1,23,"Germany",1,1,4,4,1,1,"207"
1349,1,0,0,0,0,0,0,0,0,0,0,1,5,2,3,4,3,2,2,1,1,1,3,3,6,6,4,3,3,3,2,1,2,4,3,2,"",NA,"",1,4,3,6,2,5,4,3,2,4,1,22,"Germany",1,1,2,4,1,1,"207"
1352,1,1,1,1,1,1,1,0,1,1,1,0,3,2,2,2,2,1,1,1,2,1,4,4,6,6,4,4,5,5,4,4,5,5,3,1,"outfittery, Blind Booking by Eurowings",2,"",1,4,5,4,4,1,7,4,4,5,1,33,"Germany",2,4,1,4,2,2,"Usually I do not care about brands."
1354,2,1,1,1,1,1,1,0,1,1,1,0,4,4,6,4,6,2,1,2,5,3,6,6,6,7,4,4,4,4,5,4,6,6,3,2,"",NA,"",1,6,5,6,6,5,6,5,5,5,2,30,"Germany",2,2,1,4,2,2,""
1355,2,1,1,0,1,1,1,0,1,1,1,0,5,5,3,5,5,5,4,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,2,2,"",NA,"",2,5,5,5,5,2,2,3,4,5,2,25,"Germany",1,1,4,4,1,1,""
1356,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,6,4,7,4,7,6,6,4,5,5,5,2,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,1,24,"Vietnam",3,1,3,1,1,2,""
1357,1,1,0,0,1,0,0,1,0,0,1,0,5,2,5,4,2,4,6,4,6,6,4,4,6,6,4,4,4,4,5,4,4,4,3,2,"",NA,"",1,4,5,4,5,5,6,5,5,5,2,23,"Germany",2,2,2,4,1,1,""
1358,1,1,1,1,1,1,0,0,0,1,1,0,4,2,2,7,5,1,1,1,1,1,6,6,6,6,4,4,4,4,6,6,6,6,1,2,"",NA,"",1,4,6,6,7,4,3,6,5,6,2,41,"Germany",3,3,1,4,2,1,""
1359,1,1,1,1,1,1,1,0,1,1,1,0,4,4,4,3,2,2,3,2,2,2,6,6,6,4,5,5,5,4,4,4,4,4,1,1,"Box of random amazon products",2,"",2,7,6,7,7,6,6,6,6,7,2,26,"Germany",1,1,2,4,1,1,""
1360,1,1,1,1,1,1,1,0,1,1,1,0,2,2,2,1,2,1,2,1,2,2,6,6,6,6,5,5,5,5,5,5,5,6,2,1,"Glossybox, Kinder Überraschungsei, Wundertüte, Mystery Flights (Eurowings, Lufthansa,...), Sneak Previews in Cinema,...",1,"Ü-Ei, Wundertüte, Sneak Preview in Cinema",1,6,6,5,5,6,5,6,7,6,1,24,"Germany",3,6,4,4,1,1,""
1366,2,1,1,1,1,1,1,0,0,1,1,0,5,2,2,4,3,4,1,2,3,6,5,4,4,4,4,4,4,4,4,4,5,4,1,2,"",NA,"",2,5,5,6,7,2,7,7,7,5,1,34,"Germany",2,2,4,4,2,1,""
1367,3,1,1,1,0,0,0,0,0,0,0,0,6,6,6,2,2,2,2,2,2,2,6,6,6,6,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,6,6,6,6,5,6,6,6,2,69,"Germany",2,4,5,2,2,2,""
1368,1,1,1,0,1,0,0,0,1,0,0,0,7,6,5,7,5,5,3,6,4,4,7,7,7,5,5,5,5,5,7,7,7,7,2,1,"In hotels",2,"",2,5,6,6,5,5,5,6,5,5,1,23,"Russian Federation",2,2,1,5,2,1,""
1370,1,1,1,0,1,1,0,0,1,1,1,0,2,2,2,5,2,2,2,2,2,2,6,6,6,6,5,3,3,3,6,6,6,6,1,1,"Loot chest",2,"",2,5,3,4,5,5,5,5,7,3,2,29,"Germany",2,2,1,4,2,2,""
